p,proj_class,j5,b_p,abs_a_p,a_p_exact,Re_a_p,Im_a_p,chi_p_exact,Re_chi,Im_chi,provenance
179,3A,3,-1,1,-zeta10^3,0.309016994374947,-0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
181,3A,0,-1,1,-zeta10^0,-1.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
191,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
193,5B,3,-1,1/phi,-zeta10^3*1/phi,0.190983005625053,-0.587785252292473,zeta5^3,-0.809016994374948,-0.587785252292473,construction
197,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
199,5A,4,-1,phi,-zeta10^4*phi,1.309016994374948,-0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
211,5A,4,-1,phi,-zeta10^4*phi,1.309016994374948,-0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
223,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
227,3A,2,1,1,+zeta10^2,0.309016994374947,0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
229,5B,1,-1,1/phi,-zeta10^1*1/phi,-0.500000000000000,-0.363271264002680,zeta5^1,0.309016994374947,0.951056516295154,construction
233,2A,3,0,0,0,0.000000000000000,0.000000000000000,zeta5^3,-0.809016994374948,-0.587785252292473,2A-trivial
239,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
241,5B,4,-1,1/phi,-zeta10^4*1/phi,0.500000000000000,-0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
251,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
257,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
263,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
269,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
271,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
277,5A,2,-1,phi,-zeta10^2*phi,-0.500000000000000,-1.538841768587627,zeta5^2,-0.809016994374947,0.587785252292473,construction
281,5A,4,1,phi,+zeta10^4*phi,-1.309016994374948,0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
283,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
293,3A,3,-1,1,-zeta10^3,0.309016994374947,-0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
307,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
311,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
313,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
317,3A,4,1,1,+zeta10^4,-0.809016994374948,0.587785252292473,zeta5^4,0.309016994374947,-0.951056516295154,construction
331,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
337,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
347,5A,4,1,phi,+zeta10^4*phi,-1.309016994374948,0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
349,3A,1,1,1,+zeta10^1,0.809016994374947,0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
353,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
359,3A,1,1,1,+zeta10^1,0.809016994374947,0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
367,5A,1,-1,phi,-zeta10^1*phi,-1.309016994374947,-0.951056516295154,zeta5^1,0.309016994374947,0.951056516295154,construction
373,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
379,2A,3,0,0,0,0.000000000000000,0.000000000000000,zeta5^3,-0.809016994374948,-0.587785252292473,2A-trivial
383,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
389,3A,4,-1,1,-zeta10^4,0.809016994374948,-0.587785252292473,zeta5^4,0.309016994374947,-0.951056516295154,construction
397,3A,4,1,1,+zeta10^4,-0.809016994374948,0.587785252292473,zeta5^4,0.309016994374947,-0.951056516295154,construction
401,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
409,5B,2,1,1/phi,+zeta10^2*1/phi,0.190983005625053,0.587785252292473,zeta5^2,-0.809016994374947,0.587785252292473,construction
419,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
421,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
431,5A,4,-1,phi,-zeta10^4*phi,1.309016994374948,-0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
433,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
439,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
443,3A,0,-1,1,-zeta10^0,-1.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
449,5B,3,-1,1/phi,-zeta10^3*1/phi,0.190983005625053,-0.587785252292473,zeta5^3,-0.809016994374948,-0.587785252292473,construction
457,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
461,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
463,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
467,5B,3,-1,1/phi,-zeta10^3*1/phi,0.190983005625053,-0.587785252292473,zeta5^3,-0.809016994374948,-0.587785252292473,construction
479,3A,0,-1,1,-zeta10^0,-1.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
487,5B,3,1,1/phi,+zeta10^3*1/phi,-0.190983005625053,0.587785252292473,zeta5^3,-0.809016994374948,-0.587785252292473,construction
491,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
499,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
503,3A,2,1,1,+zeta10^2,0.309016994374947,0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
509,5B,4,-1,1/phi,-zeta10^4*1/phi,0.500000000000000,-0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
521,5B,1,-1,1/phi,-zeta10^1*1/phi,-0.500000000000000,-0.363271264002680,zeta5^1,0.309016994374947,0.951056516295154,construction
523,5B,2,-1,1/phi,-zeta10^2*1/phi,-0.190983005625053,-0.587785252292473,zeta5^2,-0.809016994374947,0.587785252292473,construction
541,2A,0,0,0,0,0.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,2A-trivial
547,3A,4,-1,1,-zeta10^4,0.809016994374948,-0.587785252292473,zeta5^4,0.309016994374947,-0.951056516295154,construction
557,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
563,1A,2,1,2,+zeta10^2*2,0.618033988749895,1.902113032590307,zeta5^2,-0.809016994374947,0.587785252292473,construction
569,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
571,3A,1,1,1,+zeta10^1,0.809016994374947,0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
577,3A,1,-1,1,-zeta10^1,-0.809016994374947,-0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
587,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
593,2A,0,0,0,0,0.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,2A-trivial
599,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
601,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
607,5B,2,-1,1/phi,-zeta10^2*1/phi,-0.190983005625053,-0.587785252292473,zeta5^2,-0.809016994374947,0.587785252292473,construction
613,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
617,3A,4,-1,1,-zeta10^4,0.809016994374948,-0.587785252292473,zeta5^4,0.309016994374947,-0.951056516295154,construction
619,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
631,5A,2,1,phi,+zeta10^2*phi,0.500000000000000,1.538841768587627,zeta5^2,-0.809016994374947,0.587785252292473,construction
641,5B,4,1,1/phi,+zeta10^4*1/phi,-0.500000000000000,0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
643,3A,1,-1,1,-zeta10^1,-0.809016994374947,-0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
647,3A,4,1,1,+zeta10^4,-0.809016994374948,0.587785252292473,zeta5^4,0.309016994374947,-0.951056516295154,construction
653,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
659,5A,1,1,phi,+zeta10^1*phi,1.309016994374947,0.951056516295154,zeta5^1,0.309016994374947,0.951056516295154,construction
661,5A,4,1,phi,+zeta10^4*phi,-1.309016994374948,0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
673,3A,3,-1,1,-zeta10^3,0.309016994374947,-0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
677,3A,1,1,1,+zeta10^1,0.809016994374947,0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
683,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
691,5A,3,1,phi,+zeta10^3*phi,-0.500000000000000,1.538841768587627,zeta5^3,-0.809016994374948,-0.587785252292473,construction
701,3A,3,-1,1,-zeta10^3,0.309016994374947,-0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
709,3A,3,-1,1,-zeta10^3,0.309016994374947,-0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
719,3A,1,-1,1,-zeta10^1,-0.809016994374947,-0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
727,5B,0,1,1/phi,+zeta10^0*1/phi,0.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
733,3A,1,-1,1,-zeta10^1,-0.809016994374947,-0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
739,3A,2,1,1,+zeta10^2,0.309016994374947,0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
743,5A,3,-1,phi,-zeta10^3*phi,0.500000000000000,-1.538841768587627,zeta5^3,-0.809016994374948,-0.587785252292473,construction
751,5B,4,1,1/phi,+zeta10^4*1/phi,-0.500000000000000,0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
757,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
761,2A,3,0,0,0,0.000000000000000,0.000000000000000,zeta5^3,-0.809016994374948,-0.587785252292473,2A-trivial
769,5B,2,1,1/phi,+zeta10^2*1/phi,0.190983005625053,0.587785252292473,zeta5^2,-0.809016994374947,0.587785252292473,construction
773,3A,1,1,1,+zeta10^1,0.809016994374947,0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
787,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
797,2A,0,0,0,0,0.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,2A-trivial
809,5A,0,-1,phi,-zeta10^0*phi,-1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
811,5A,2,-1,phi,-zeta10^2*phi,-0.500000000000000,-1.538841768587627,zeta5^2,-0.809016994374947,0.587785252292473,construction
821,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
823,3A,2,1,1,+zeta10^2,0.309016994374947,0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
827,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
829,5B,4,-1,1/phi,-zeta10^4*1/phi,0.500000000000000,-0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
839,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
853,5B,1,1,1/phi,+zeta10^1*1/phi,0.500000000000000,0.363271264002680,zeta5^1,0.309016994374947,0.951056516295154,construction
857,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
859,3A,4,-1,1,-zeta10^4,0.809016994374948,-0.587785252292473,zeta5^4,0.309016994374947,-0.951056516295154,construction
863,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
877,5A,3,-1,phi,-zeta10^3*phi,0.500000000000000,-1.538841768587627,zeta5^3,-0.809016994374948,-0.587785252292473,construction
881,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
883,3A,4,-1,1,-zeta10^4,0.809016994374948,-0.587785252292473,zeta5^4,0.309016994374947,-0.951056516295154,construction
887,3A,1,1,1,+zeta10^1,0.809016994374947,0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
907,5A,4,1,phi,+zeta10^4*phi,-1.309016994374948,0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
911,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
919,5B,1,1,1/phi,+zeta10^1*1/phi,0.500000000000000,0.363271264002680,zeta5^1,0.309016994374947,0.951056516295154,construction
929,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
937,3A,1,-1,1,-zeta10^1,-0.809016994374947,-0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
941,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
947,5B,4,-1,1/phi,-zeta10^4*1/phi,0.500000000000000,-0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
953,5B,4,1,1/phi,+zeta10^4*1/phi,-0.500000000000000,0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
967,5A,2,-1,phi,-zeta10^2*phi,-0.500000000000000,-1.538841768587627,zeta5^2,-0.809016994374947,0.587785252292473,construction
971,5B,3,1,1/phi,+zeta10^3*1/phi,-0.190983005625053,0.587785252292473,zeta5^3,-0.809016994374948,-0.587785252292473,construction
977,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
983,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
991,5A,1,1,phi,+zeta10^1*phi,1.309016994374947,0.951056516295154,zeta5^1,0.309016994374947,0.951056516295154,construction
997,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
1009,5A,4,1,phi,+zeta10^4*phi,-1.309016994374948,0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
1013,5B,4,1,1/phi,+zeta10^4*1/phi,-0.500000000000000,0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
1019,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
1021,5B,1,-1,1/phi,-zeta10^1*1/phi,-0.500000000000000,-0.363271264002680,zeta5^1,0.309016994374947,0.951056516295154,construction
1031,5A,4,1,phi,+zeta10^4*phi,-1.309016994374948,0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
1033,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
1039,5B,4,1,1/phi,+zeta10^4*1/phi,-0.500000000000000,0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
1049,5B,1,-1,1/phi,-zeta10^1*1/phi,-0.500000000000000,-0.363271264002680,zeta5^1,0.309016994374947,0.951056516295154,construction
1051,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
1061,3A,0,-1,1,-zeta10^0,-1.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
1063,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
1069,3A,0,-1,1,-zeta10^0,-1.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
1087,5B,3,-1,1/phi,-zeta10^3*1/phi,0.190983005625053,-0.587785252292473,zeta5^3,-0.809016994374948,-0.587785252292473,construction
1091,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
1093,3A,1,1,1,+zeta10^1,0.809016994374947,0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
1097,5A,1,1,phi,+zeta10^1*phi,1.309016994374947,0.951056516295154,zeta5^1,0.309016994374947,0.951056516295154,construction
1103,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
1109,3A,2,1,1,+zeta10^2,0.309016994374947,0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
1117,5A,0,-1,phi,-zeta10^0*phi,-1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
1123,3A,1,-1,1,-zeta10^1,-0.809016994374947,-0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
1129,5B,3,1,1/phi,+zeta10^3*1/phi,-0.190983005625053,0.587785252292473,zeta5^3,-0.809016994374948,-0.587785252292473,construction
1151,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
1153,2A,4,0,0,0,0.000000000000000,0.000000000000000,zeta5^4,0.309016994374947,-0.951056516295154,2A-trivial
1163,3A,0,-1,1,-zeta10^0,-1.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
1171,3A,3,-1,1,-zeta10^3,0.309016994374947,-0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
1181,5B,0,-1,1/phi,-zeta10^0*1/phi,-0.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
1187,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
1193,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
1201,2A,3,0,0,0,0.000000000000000,0.000000000000000,zeta5^3,-0.809016994374948,-0.587785252292473,2A-trivial
1213,2A,0,0,0,0,0.000000000000000,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,2A-trivial
1217,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
1223,3A,2,1,1,+zeta10^2,0.309016994374947,0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
1229,5A,3,1,phi,+zeta10^3*phi,-0.500000000000000,1.538841768587627,zeta5^3,-0.809016994374948,-0.587785252292473,construction
1231,5A,4,-1,phi,-zeta10^4*phi,1.309016994374948,-0.951056516295154,zeta5^4,0.309016994374947,-0.951056516295154,construction
1237,3A,3,-1,1,-zeta10^3,0.309016994374947,-0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
1249,5A,0,1,phi,+zeta10^0*phi,1.618033988749895,0.000000000000000,zeta5^0,1.000000000000000,0.000000000000000,construction
1259,3A,2,-1,1,-zeta10^2,-0.309016994374947,-0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
1277,3A,1,1,1,+zeta10^1,0.809016994374947,0.587785252292473,zeta5^1,0.309016994374947,0.951056516295154,construction
1279,3A,3,1,1,+zeta10^3,-0.309016994374947,0.951056516295154,zeta5^3,-0.809016994374948,-0.587785252292473,construction
1283,2A,2,0,0,0,0.000000000000000,0.000000000000000,zeta5^2,-0.809016994374947,0.587785252292473,2A-trivial
1289,3A,2,1,1,+zeta10^2,0.309016994374947,0.951056516295154,zeta5^2,-0.809016994374947,0.587785252292473,construction
1291,5B,3,1,1/phi,+zeta10^3*1/phi,-0.190983005625053,0.587785252292473,zeta5^3,-0.809016994374948,-0.587785252292473,construction
1297,5A,2,1,phi,+zeta10^2*phi,0.500000000000000,1.538841768587627,zeta5^2,-0.809016994374947,0.587785252292473,construction
1301,5B,4,-1,1/phi,-zeta10^4*1/phi,0.500000000000000,-0.363271264002681,zeta5^4,0.309016994374947,-0.951056516295154,construction
1303,2A,1,0,0,0,0.000000000000000,0.000000000000000,zeta5^1,0.309016994374947,0.951056516295154,2A-trivial
